,Unnamed: 0,cve,owner,repo,patch,reserve_idx_diff,publish_idx_diff,reserve_time,publish_time
3627,5339,CVE-2023-36827,ethyca,fides,f526d9ffb176006d701493c9d0eff6b4884e811f,19,-1,2023-06-27T15:43:18+00:00,2023-07-05T21:22:30+00:00
3629,5342,CVE-2023-3696,Automattic,mongoose,e29578d2ec18a68aeb4717d66dd5eb66bae53de1,-40,-40,2023-07-17T00:00:07+00:00,2023-07-17T00:00:21+00:00
3630,5343,CVE-2023-3696,Automattic,mongoose,305ce4ff789261df7e3f6e72363d0703e025f80d,-39,-39,2023-07-17T00:00:07+00:00,2023-07-17T00:00:21+00:00
3635,5351,CVE-2023-37379,apache,airflow,e4c3ecf8ceaefa17525b495e4bcb5b2f41309603,3,-758,2023-07-04T11:14:52+00:00,2023-08-23T15:38:56+00:00
3637,5355,CVE-2023-37471,OpenIdentityPlatform,OpenAM,7c18543d126e8a567b83bb4535631825aaa9d742,9,-3,2023-07-06T13:01:36+00:00,2023-07-20T16:53:23+00:00
3638,5356,CVE-2023-37474,9001,copyparty,043e3c7dd683113e2b1c15cacb9c8e68f76513ff,12,-2,2023-07-06T13:01:36+00:00,2023-07-14T19:55:22+00:00
3640,5360,CVE-2023-37480,ethyca,fides,5aea738463960d81821c11ae7ade1d627a46bf32,2,-22,2023-07-06T13:01:36+00:00,2023-07-18T18:19:17+00:00
3641,5361,CVE-2023-37481,ethyca,fides,8beaace082b325e693dc7682029a3cb7e6c2b69d,3,-21,2023-07-06T13:01:36+00:00,2023-07-18T18:19:15+00:00
3657,5386,CVE-2023-38493,line,armeria,49e04ef231ad65750739529c7fa4ce946ff7588b,17,-2,2023-07-18T16:28:12+00:00,2023-07-25T20:51:11+00:00
3658,5387,CVE-2023-38501,9001,copyparty,007d948cb982daa05bc6619cd20ee55b7e834c38,4,-13,2023-07-18T16:28:12+00:00,2023-07-25T21:06:18+00:00
3665,5403,CVE-2023-38704,DataDog,import-in-the-middle,2531cdd9d1d73f9eaa87c16967f60cb276c1971b,0,-1,2023-07-24T16:19:28+00:00,2023-08-07T19:24:33+00:00
3672,5410,CVE-2023-3894,FasterXML,jackson-dataformats-text,5dd5f740aedcf37adad7ffece460e75e54abb0ed,-70,-71,2023-07-24T21:18:16+00:00,2023-08-08T16:59:58+00:00
3675,5413,CVE-2023-39020,stanfordnlp,CoreNLP,897231bed0efb24574c80c875c0b5f2225c145bc,11,11,2023-07-25T00:00:00+00:00,2023-07-28T00:00:00+00:00
3676,5414,CVE-2023-39151,jenkinsci,jenkins,1b9f1ccdbb7d00705b036d1332908fe52c2cd7ae,-24,-25,2023-07-25T11:16:13+00:00,2023-07-26T13:54:52+00:00
3678,5418,CVE-2023-39508,apache,airflow,101d59c4b88ab979d305b8d96f612c27c8a44aa8,-1680,-1736,2023-08-03T08:34:33+00:00,2023-08-05T06:47:14+00:00
3681,5421,CVE-2023-39532,endojs,endo,fc90c6429604dc79ce8e3355e236ccce2bada041,-20,-26,2023-08-03T16:27:36+00:00,2023-08-08T16:51:26+00:00
3682,5423,CVE-2023-39553,apache,airflow,394a727ac2c18d58978bf186a7a92923460ec110,-42,-143,2023-08-05T14:03:09+00:00,2023-08-11T07:18:14+00:00
3689,5430,CVE-2023-39968,jupyter-server,jupyter_server,290362593b2ffb23c59f8114d76f77875de4b925,7,-3,2023-08-07T16:27:27+00:00,2023-08-28T20:16:20+00:00
3691,5433,CVE-2023-40017,GeoNode,geonode,a9eebae80cb362009660a1fd49e105e7cdb499b9,30,-2,2023-08-08T13:46:25+00:00,2023-08-24T22:45:48+00:00
3692,5434,CVE-2023-40025,argoproj,argo-cd,e047efa8f9518c54d00d2e4493b64bc4dba98478,45,-7,2023-08-08T13:46:25+00:00,2023-08-23T19:12:04+00:00
3694,5436,CVE-2023-40028,TryGhost,Ghost,690fbf3f7302ff3f77159c0795928bdd20f41205,94,-9,2023-08-08T13:46:25+00:00,2023-08-15T17:25:16+00:00
3695,5437,CVE-2023-40029,argoproj,argo-cd,4b2e5b06bff2ffd8ed1970654ddd8e55fc4a41c4,80,-2,2023-08-08T13:46:25+00:00,2023-09-07T22:11:56+00:00
3696,5438,CVE-2023-40029,argoproj,argo-cd,7122b83fc346ec2729227405a2f9c2aa84b0bf80,-2257,-2339,2023-08-08T13:46:25+00:00,2023-09-07T22:11:56+00:00
3697,5439,CVE-2023-40170,jupyter-server,jupyter_server,87a4927272819f0b1cae1afa4c8c86ee2da002fd,6,-4,2023-08-09T15:26:41+00:00,2023-08-28T20:01:57+00:00
3699,5444,CVE-2023-40195,apache,airflow,6850b5c777fa515e110ad1daa85242209a8ec6c0,-17,-368,2023-08-10T09:26:47+00:00,2023-08-28T07:50:01+00:00
3701,5446,CVE-2023-40273,apache,airflow,2caa186935151683076b74357daad83d2538a3f6,5,-174,2023-08-13T15:37:41+00:00,2023-08-23T15:37:49+00:00
3707,5461,CVE-2023-40584,argoproj,argo-cd,b8f92c4ff226346624f43de3f25d81dac6386674,49,-3,2023-08-16T18:24:02+00:00,2023-09-07T22:14:58+00:00
3712,5467,CVE-2023-40611,apache,airflow,b7a46c970d638028a4a7643ad000dcee951fb9ef,-10,-507,2023-08-17T14:01:13+00:00,2023-09-12T11:05:22+00:00
3713,5468,CVE-2023-40712,apache,airflow,4390524a41fdfd2d57f1d2dc98ad7b4009c8399e,-2,-451,2023-08-20T19:29:57+00:00,2023-09-12T11:05:48+00:00
3714,5469,CVE-2023-40712,apache,airflow,d9814eb3a2fc1dbbb885a0a2c1b7a23ce1cfa148,-13,-462,2023-08-20T19:29:57+00:00,2023-09-12T11:05:48+00:00
3722,5480,CVE-2023-41047,OctoPrint,OctoPrint,d0072cff894509c77e243d6562245ad3079e17db,28,-2,2023-08-22T16:57:23+00:00,2023-10-09T15:18:06+00:00
3723,5481,CVE-2023-41048,plone,plone.namedfile,f0f911f2a72b2e5c923dc2ab9179319cc47788f9,14,-2,2023-08-22T16:57:23+00:00,2023-09-21T14:31:07+00:00
3726,5484,CVE-2023-41058,parse-community,parse-server,be4c7e23c63a2fb690685665cebed0de26be05c5,3,-3,2023-08-22T16:57:23+00:00,2023-09-04T22:39:55+00:00
3730,5496,CVE-2023-41319,ethyca,fides,5989b5fa744c8d8c340963b895a054883549358a,25,0,2023-08-28T16:56:43+00:00,2023-09-06T17:54:30+00:00
3734,5504,CVE-2023-41835,apache,struts,4c044f12560e22e00520595412830f9582d6dac7,0,-256,2023-09-04T07:53:19+00:00,2023-12-05T08:37:31+00:00
3735,5507,CVE-2023-41885,piccolo-orm,piccolo,edcfe3568382922ba3e3b65896e6e7272f972261,2,-2,2023-09-04T16:31:48+00:00,2023-09-12T20:03:27+00:00
3738,5510,CVE-2023-41933,jenkinsci,job-config-history-plugin,3039470161ada86f4091c75fc779ebfdb69f3210,-1,-1,2023-09-05T16:39:57+00:00,2023-09-06T12:08:54+00:00
3742,5517,CVE-2023-42439,GeoNode,geonode,79ac6e70419c2e0261548bed91c159b54ff35b8d,29,-4,2023-09-08T20:57:45+00:00,2023-09-15T20:22:19+00:00
3748,5524,CVE-2023-42781,apache,airflow,33ec72948f74f56f2adb5e2d388e60e88e8a3fa3,261,-360,2023-09-14T07:01:50+00:00,2023-11-12T13:14:09+00:00
3758,5539,CVE-2023-43494,jenkinsci,jenkins,b8ac8cd4c51511b9f844846ba80a8aed054288c5,-24,-25,2023-09-19T09:22:58+00:00,2023-09-20T16:06:08+00:00
3759,5540,CVE-2023-43496,jenkinsci,jenkins,df7c4ccda8976c06bf31b8fb9938f26fc38501ca,-22,-23,2023-09-19T09:22:58+00:00,2023-09-20T16:06:10+00:00
3760,5541,CVE-2023-43501,jenkinsci,build-failure-analyzer-plugin,a261229a67c52927d531c48ec0a59bf138ebd4d0,-3,-3,2023-09-19T09:22:58+00:00,2023-09-20T16:06:12+00:00
3761,5542,CVE-2023-43502,jenkinsci,build-failure-analyzer-plugin,a261229a67c52927d531c48ec0a59bf138ebd4d0,-3,-3,2023-09-19T09:22:58+00:00,2023-09-20T16:06:13+00:00
3764,5551,CVE-2023-43645,openfga,openfga,725296025fd81227c89525808652c6acd4a605f6,5,0,2023-09-20T15:35:38+00:00,2023-09-26T20:58:17+00:00
3766,5553,CVE-2023-43668,apache,inlong,46c4e96a84839bd540f47c659c9d8576e393da02,-150,-194,2023-09-21T03:46:14+00:00,2023-10-16T08:07:42+00:00
3770,5561,CVE-2023-44271,python-pillow,Pillow,1fe1bb49c452b0318cad12ea9d97c3bef188e9a7,-287,-491,2023-09-28T00:00:00+00:00,2023-11-03T00:00:00+00:00
3773,5564,CVE-2023-44400,louislam,uptime-kuma,88afab6571ef7d4d41bb395cdb6ecd3968835a4a,15,-50,2023-09-28T17:56:32+00:00,2023-10-09T15:15:07+00:00
3776,5571,CVE-2023-45133,babel,babel,b13376b346946e3f62fc0848c1d2a23223314c82,9,-8,2023-10-04T16:02:46+00:00,2023-10-12T16:17:08+00:00
3777,5575,CVE-2023-45138,xwiki-contrib,application-changerequest,7565e720117f73102f5a276239eabfe85e15cff4,-54,-65,2023-10-04T16:02:46+00:00,2023-10-12T16:22:10+00:00
3785,5591,CVE-2023-4570,ni,measurementlink-python,3e9d45147befc9a151fca5582c64fa77c7ba1980,40,0,2023-08-28T19:32:41+00:00,2023-10-05T15:26:45+00:00
3786,5593,CVE-2023-45805,pdm-project,pdm,6853e2642dfa281d4a9958fbc6c95b7e32d84831,3,-4,2023-10-13T12:00:50+00:00,2023-10-20T18:12:24+00:00
3794,5603,CVE-2023-46104,apache,superset,f473d13d0d89de5990209ff81b17dfe2cee884d3,6,-233,2023-10-16T15:16:18+00:00,2023-12-19T09:30:53+00:00
3796,5605,CVE-2023-46119,parse-community,parse-server,fd86278919556d3682e7e2c856dfccd5beffbfc0,3,-4,2023-10-16T17:51:35+00:00,2023-10-25T00:03:55+00:00
3811,5626,CVE-2023-46288,apache,airflow,4a525e85e31b26d413c986c86d181114bb37bd06,-1553,-1579,2023-10-20T15:16:18+00:00,2023-10-23T18:13:04+00:00
3812,5627,CVE-2023-46298,vercel,next.js,20d05958ff853e9c9e42139ffec294336881c648,-864,-864,2023-10-22T00:00:00+00:00,2023-10-22T00:00:00+00:00
3821,5641,CVE-2023-46604,apache,activemq,80089f9f476afab7d976f5fc37c5ab4aa0c2139d,1,-2,2023-10-24T08:55:31+00:00,2023-10-27T14:59:31+00:00
3823,5643,CVE-2023-46651,jenkinsci,warnings-ng-plugin,17d18d2fae58f5658a40d03a03f927819eb6cf1a,-16,-16,2023-10-24T16:05:00+00:00,2023-10-25T13:45:53+00:00
3826,5646,CVE-2023-46729,getsentry,sentry-javascript,ddbda3c02c35aba8c5235e0cf07fc5bf656f81be,27,-69,2023-10-25T14:30:33+00:00,2023-11-10T00:57:15+00:00
3827,5649,CVE-2023-46737,sigstore,cosign,8ac891ff0e29ddc67965423bee8f826219c6eb0f,19,-3,2023-10-25T14:30:33+00:00,2023-11-07T17:30:25+00:00
3829,5655,CVE-2023-46942,evershopcommerce,evershop,6e16f046e0b95efa16431a5ea41c22215273e9dd,-56,-148,2023-10-30T00:00:00+00:00,2024-01-13T00:00:00+00:00
3830,5656,CVE-2023-46943,evershopcommerce,evershop,96d9ca3e024e0b63c538911e4a914df3d287cc9f,-111,-203,2023-10-30T00:00:00+00:00,2024-01-13T00:00:00+00:00
3834,5660,CVE-2023-47037,apache,airflow,b7a46c970d638028a4a7643ad000dcee951fb9ef,-956,-1155,2023-10-30T10:10:48+00:00,2023-11-12T13:12:23+00:00
3835,5661,CVE-2023-47090,nats-io,nats-server,fa5b7afcb64e7e887e49afdd032358802b5c4478,-133,-133,2023-10-30T00:00:00+00:00,2023-10-30T00:00:00+00:00
3838,5664,CVE-2023-47111,zitadel,zitadel,22e2d5599918864877e054ebe82fb834a5aa1077,18,0,2023-10-30T19:57:51+00:00,2023-11-08T21:42:27+00:00
3839,5666,CVE-2023-47114,ethyca,fides,50360a0e24aac858459806bb140bb1c4b71e67a1,19,-13,2023-10-30T19:57:51+00:00,2023-11-08T21:50:45+00:00
3841,5670,CVE-2023-47128,piccolo-orm,piccolo,82679eb8cd1449cf31d87c9914a072e70168b6eb,5,-1,2023-10-30T19:57:51+00:00,2023-11-10T18:11:07+00:00
3843,5672,CVE-2023-47265,apache,airflow,0b995602e6e5894ee31625a4dd0e6aa255d2a651,88,-433,2023-11-05T17:23:55+00:00,2023-12-21T09:28:09+00:00
3844,5674,CVE-2023-47641,aio-libs,aiohttp,f016f0680e4ace6742b03a70cb0382ce86abe371,-1207,-1240,2023-11-07T16:57:49+00:00,2023-11-14T20:44:08+00:00
3849,5684,CVE-2023-48291,apache,airflow,4f1b500c47813c54349b7d3e48df0a444fb4826c,-637,-1056,2023-11-14T12:08:13+00:00,2023-12-21T09:30:46+00:00
3850,5685,CVE-2023-48292,xwiki-contrib,application-admintools,03815c505c9f37006a0c56495e862dc549a39da8,-9,-9,2023-11-14T17:41:15+00:00,2023-11-20T18:02:42+00:00
3851,5686,CVE-2023-48293,xwiki-contrib,application-admintools,45298b4fbcafba6914537dcdd798a1e1385f9e46,-8,-8,2023-11-14T17:41:15+00:00,2023-11-20T18:14:08+00:00
3852,5688,CVE-2023-48311,jupyterhub,dockerspawner,3ba4b665b6ca6027ea7a032d7ca3eab977574626,7,-2,2023-11-14T17:41:15+00:00,2023-12-08T20:08:31+00:00
3857,5693,CVE-2023-48699,ubertidavide,fastbots,73eb03bd75365e112b39877e26ef52853f5e9f57,22,-14,2023-11-17T19:43:37+00:00,2023-11-21T22:25:41+00:00
3860,5696,CVE-2023-48713,knative,serving,fff40ef7bac9be8380ec3d1c70fc15b57093382a,-57,-78,2023-11-17T19:43:37+00:00,2023-11-28T03:44:59+00:00
3861,5697,CVE-2023-48795,TeraTermProject,teraterm,7279fbd6ef4d0c8bdd6a90af4ada2899d786eec0,31,-23,2023-11-20T00:00:00+00:00,2023-12-18T00:00:00+00:00
3862,5698,CVE-2023-49068,apache,dolphinscheduler,7308888c703fbe227887d2426273100582096134,0,-7,2023-11-21T05:39:23+00:00,2023-11-27T09:49:42+00:00
3863,5699,CVE-2023-49080,jupyter-server,jupyter_server,0056c3aa52cbb28b263a7a609ae5f17618b36652,5,-3,2023-11-21T18:57:30+00:00,2023-12-04T21:00:59+00:00
3864,5700,CVE-2023-49081,aio-libs,aiohttp,1e86b777e61cf4eefc7d92fa57fa19dcc676013b,-17,-63,2023-11-21T18:57:30+00:00,2023-11-30T06:56:26+00:00
3865,5701,CVE-2023-49082,aio-libs,aiohttp,e4ae01c2077d2cfa116aa82e4ff6866857f7c466,-42,-87,2023-11-21T18:57:30+00:00,2023-11-29T20:07:29+00:00
3867,5703,CVE-2023-49276,louislam,uptime-kuma,f28dccf4e11f041564293e4f407e69ab9ee2277f,-7,-25,2023-11-24T16:45:24+00:00,2023-12-01T22:05:41+00:00
3868,5704,CVE-2023-49280,xwiki-contrib,application-changerequest,ff0f5368ea04f0e4aa7b33821c707dc68a8c5ca8,-43,-43,2023-11-24T16:45:24+00:00,2023-12-04T22:33:59+00:00
3872,5708,CVE-2023-49299,apache,dolphinscheduler,b5eddc0ce85d379080a51bf2162477f7d8c1b7d2,1,-33,2023-11-26T10:03:26+00:00,2023-12-30T16:27:12+00:00
3875,5711,CVE-2023-49620,apache,dolphinscheduler,a4948f58e671ab263060da1de255af3ecd2530ac,-1474,-1476,2023-11-28T07:30:24+00:00,2023-11-30T08:17:01+00:00
3877,5717,CVE-2023-49803,koajs,cors,f31dac99f5355c41e7d4dd3c4a80c5f154941a11,0,-2,2023-11-30T13:39:50+00:00,2023-12-11T22:42:17+00:00
3878,5718,CVE-2023-49804,louislam,uptime-kuma,482049c72b3a650c7bc5c26c2f4d57a21c0e0aa0,33,-9,2023-11-30T13:39:50+00:00,2023-12-11T22:32:32+00:00
3879,5719,CVE-2023-49920,apache,airflow,f5d802791fa5f6b13b635f06a1ea2eccc22a9ba7,1,-181,2023-12-02T15:33:40+00:00,2023-12-21T09:27:09+00:00
3881,5722,CVE-2023-50249,getsentry,sentry-javascript,fe24eb5eefa9d27b14b2b6f9ebd1debca1c208fb,21,-72,2023-12-05T20:42:59+00:00,2023-12-20T13:53:00+00:00
3883,5724,CVE-2023-50290,apache,solr,35fc4bdc48171d9a64251c54a1e76deb558cf9d8,-442,-496,2023-12-06T17:35:24+00:00,2024-01-15T09:32:44+00:00
3884,5725,CVE-2023-50291,apache,solr,98c198810f2cd934d23d0d80aadb570a2bbb3b8e,-373,-485,2023-12-06T17:56:16+00:00,2024-02-09T17:29:32+00:00
3889,5730,CVE-2023-50447,python-pillow,Pillow,45c726fd4daa63236a8f3653530f297dc87b160a,-271,-577,2023-12-10T00:00:00+00:00,2024-01-19T00:00:00+00:00
3892,5733,CVE-2023-50710,honojs,hono,8e2b6b08518998783f66d31db4f21b1b1eecc4c8,8,-4,2023-12-11T17:53:36+00:00,2023-12-14T17:22:26+00:00
3893,5736,CVE-2023-5072,stleary,JSON-java,60662e2f8384d3449822a3a1179bfe8de67b55bb,-19,-47,2023-09-19T18:29:03+00:00,2023-10-12T16:13:27+00:00
3894,5744,CVE-2023-50726,argoproj,argo-cd,3b8f673f06c2d228e01cbc830e5cb57cef008978,232,-2,2023-12-11T17:53:36+00:00,2024-03-13T20:50:52+00:00
3895,5745,CVE-2023-50730,typelevel,grackle,56e244b91659cf385df590fc6c46695b6f36cbfd,20,-7,2023-12-11T17:53:36+00:00,2023-12-22T20:36:11+00:00
3896,5747,CVE-2023-50740,apache,linkis,08cbcfca140afebae10e1582ee87721578719ded,0,-22,2023-12-12T07:23:41+00:00,2024-03-06T13:44:53+00:00
3897,5748,CVE-2023-50765,jenkinsci,scriptler-plugin,5addb5f9e68596abdba216e61cf714c2767b874b,-8,-8,2023-12-13T13:06:36+00:00,2023-12-13T17:30:14+00:00
3899,5750,CVE-2023-50780,apache,activemq-artemis,cfb585eaf61d570eecd65c6ad0e92282df7d3869,-501,-1291,2023-12-13T13:13:06+00:00,2024-10-14T16:03:38+00:00
3900,5751,CVE-2023-50783,apache,airflow,0e1c106d7cd0703125528a691088e42e17c99929,-1186,-1259,2023-12-13T20:48:56+00:00,2023-12-21T09:28:47+00:00
3906,5764,CVE-2023-51784,apache,inlong,1607837be28438c0ccae8da15afb653f2afed090,-91,-103,2023-12-26T01:58:34+00:00,2024-01-03T09:39:23+00:00
3907,5765,CVE-2023-51785,apache,inlong,d674bfe28416aff728eabafc1f6b8bb9ba5a5b8e,-82,-94,2023-12-26T02:06:28+00:00,2024-01-03T09:36:24+00:00
3908,5766,CVE-2023-51842,Ylianst,MeshCentral,a5efc5e899b8809293b297df045cff5ec0eb448b,17,-51,2023-12-26T00:00:00+00:00,2024-01-29T00:00:00+00:00
3920,5791,CVE-2023-5571,vriteio,vrite,1877683b932bb33fb20d688e476284b70bb9fe23,-11,-11,2023-10-13T09:55:20+00:00,2023-10-13T09:55:33+00:00
3921,5792,CVE-2023-5572,vriteio,vrite,1877683b932bb33fb20d688e476284b70bb9fe23,-11,-11,2023-10-13T09:55:49+00:00,2023-10-13T09:55:53+00:00
3922,5793,CVE-2023-5573,vriteio,vrite,1877683b932bb33fb20d688e476284b70bb9fe23,-11,-11,2023-10-13T09:56:13+00:00,2023-10-13T09:56:18+00:00
3923,5794,CVE-2023-5654,facebook,react,09285d5a7f1c08bec09f44cec3d0518a603597fc,-111,-111,2023-10-19T12:33:43+00:00,2023-10-19T14:28:23+00:00
3924,5795,CVE-2023-5654,facebook,react,94d5b5b2bf5204ebd289a113989c0e2c51b626ef,-109,-109,2023-10-19T12:33:43+00:00,2023-10-19T14:28:23+00:00
3933,5812,CVE-2023-6476,cri-o,cri-o,75effcb1a25851a736e82dba1f7d8cee93ee159e,126,-1,2023-12-04T06:23:22+00:00,2024-01-09T21:32:03+00:00
3934,5817,CVE-2023-6681,latchset,jwcrypto,d2655d370586cb830e49acfb450f87598da60be8,0,-7,2023-12-11T12:45:07+00:00,2024-02-12T14:04:45+00:00
3937,5840,CVE-2024-0690,ansible,ansible,6935c8e303440addd3871ecf8e04bde61080b032,1,-20,2024-01-18T16:03:22+00:00,2024-02-06T12:00:28+00:00
3943,5857,CVE-2024-1102,jberet,jsr352,eeef999663d7da0e372aeeeac26ecf7201a3121d,-5,-60,2024-01-31T07:59:38+00:00,2024-04-25T16:24:30+00:00
3946,5861,CVE-2024-1139,openshift,cluster-monitoring-operator,1cfbe9ffafe1e43f8f87a451b72fddf5d76fa4e3,-744,-869,2024-01-31T20:48:06+00:00,2024-04-25T16:25:01+00:00
3959,5882,CVE-2024-1735,line,armeria,b2aa9f49b46a7b0e03d8b8d753809cd1e8e2016c,1,-3,2024-02-22T05:17:44+00:00,2024-02-26T07:25:42+00:00
3966,5891,CVE-2024-21272,mysql,mysql-connector-python,e6b927af06e8a85bd3754f602df96a5592b4558c,54,-10,2023-12-07T22:28:10+00:00,2024-10-15T19:52:58+00:00
3967,5892,CVE-2024-21485,plotly,dash,9920073c9a8619ae8f90fcec1924f2f3a4332a8c,30,-27,2023-12-22T12:33:20+00:00,2024-02-02T05:00:01+00:00
3973,5899,CVE-2024-21503,psf,black,f00093672628d212b8965a8993cee8bedf5fe9b8,67,-4,2023-12-22T12:33:20+00:00,2024-03-19T05:00:01+00:00
3978,5909,CVE-2024-21534,JSONPath-Plus,JSONPath,6b2f1b4c234292c75912b790bf7e2d7339d4ccd3,22,-2,2023-12-22T12:33:20+00:00,2024-10-11T05:00:01+00:00
3979,5910,CVE-2024-21534,JSONPath-Plus,JSONPath,b70aa713553caf838a63bac923195a5bc541fd72,32,8,2023-12-22T12:33:20+00:00,2024-10-11T05:00:01+00:00
3992,5928,CVE-2024-21669,hyperledger,aries-cloudagent-python,0b01ffffc0789205ac990292f97238614c9fd293,-175,-227,2023-12-29T16:10:20+00:00,2024-01-11T05:40:30+00:00
3997,5937,CVE-2024-22189,quic-go,quic-go,4a99b816ae3ab03ae5449d15aac45147c85ed47a,86,-16,2024-01-08T04:59:27+00:00,2024-04-04T14:25:43+00:00
4009,5950,CVE-2024-22195,pallets,jinja,716795349a41d4983a9a4771f7d883c96ea17be7,0,-11,2024-01-08T04:59:27+00:00,2024-01-11T02:25:44+00:00
4010,5951,CVE-2024-22196,0xJacky,nginx-ui,ec93ab05a3ecbb6bcf464d9dca48d74452df8a5b,-12,-14,2024-01-08T04:59:27+00:00,2024-01-11T19:24:07+00:00
4011,5952,CVE-2024-22197,0xJacky,nginx-ui,827e76c46e63c52114a62a899f61313039c754e3,-13,-15,2024-01-08T04:59:27+00:00,2024-01-11T17:56:11+00:00
4012,5953,CVE-2024-22198,0xJacky,nginx-ui,827e76c46e63c52114a62a899f61313039c754e3,-13,-15,2024-01-08T04:59:27+00:00,2024-01-11T19:38:27+00:00
4016,5957,CVE-2024-22203,benbusby,whoogle-search,3a2e0b262e4a076a20416b45e6b6f23fd265aeda,-31,-32,2024-01-08T04:59:27+00:00,2024-01-23T17:20:15+00:00
4017,5958,CVE-2024-22204,benbusby,whoogle-search,3a2e0b262e4a076a20416b45e6b6f23fd265aeda,-31,-32,2024-01-08T04:59:27+00:00,2024-01-23T17:20:29+00:00
4018,5959,CVE-2024-22205,benbusby,whoogle-search,3a2e0b262e4a076a20416b45e6b6f23fd265aeda,-31,-32,2024-01-08T04:59:27+00:00,2024-01-23T17:21:40+00:00
4020,5965,CVE-2024-22258,spring-projects,spring-authorization-server,a7035d22bd2de6c24e7125623d38fb83d8f659a9,39,-38,2024-01-08T18:43:15+00:00,2024-03-20T03:58:13+00:00
4025,5971,CVE-2024-22417,benbusby,whoogle-search,3a2e0b262e4a076a20416b45e6b6f23fd265aeda,-31,-32,2024-01-10T15:09:55+00:00,2024-01-23T17:21:59+00:00
4027,5973,CVE-2024-22420,jupyterlab,jupyterlab,e1b3aabab603878e46add445a3114e838411d2df,16,-3,2024-01-10T15:09:55+00:00,2024-01-19T20:49:09+00:00
4028,5974,CVE-2024-22421,jupyterlab,jupyterlab,19bd9b96cb2e77170a67e43121637d0b5619e8c6,18,-1,2024-01-10T15:09:55+00:00,2024-01-19T20:45:49+00:00
4033,5979,CVE-2024-23320,apache,dolphinscheduler,ef9ed3db55cb1647886b06c2b2c6a5cfcdccfb5c,30,-21,2024-01-15T10:49:33+00:00,2024-02-23T16:57:09+00:00
4036,5982,CVE-2024-23334,aio-libs,aiohttp,1c335944d6a8b1298baf179b7c0b3069f10c514b,45,-22,2024-01-15T15:19:19+00:00,2024-01-29T22:41:39+00:00
4042,5988,CVE-2024-23635,nahsra,antisamy,12a2e31d3855430c119480655c2bbbbb79a66ecd,5,0,2024-01-19T00:18:53+00:00,2024-02-02T16:32:50+00:00
4043,5989,CVE-2024-23635,nahsra,antisamy,3e84410ed06ab67f0a4cc3183c67528210f4847d,4,-1,2024-01-19T00:18:53+00:00,2024-02-02T16:32:50+00:00
4046,5992,CVE-2024-23637,OctoPrint,OctoPrint,1729d167b4ae4a5835bbc7211b92c6828b1c4125,21,-6,2024-01-19T00:18:53+00:00,2024-01-31T18:01:58+00:00
4047,5994,CVE-2024-23641,sveltejs,kit,af34142631c876a7eb62ff81f71e8a3f90dafee9,13,-8,2024-01-19T00:18:53+00:00,2024-01-24T16:56:32+00:00
4051,6003,CVE-2024-23683,ls1intum,Ares,af4f28a56e2fe600d8750b3b415352a0a3217392,-310,-310,2024-01-19T17:35:09+00:00,2024-01-19T20:48:42+00:00
4054,6006,CVE-2024-23730,run-llama,llama-hub,c01416e737c7747a213a79881b8308c41d043515,-31,-31,2024-01-21T00:00:00+00:00,2024-01-21T00:00:00+00:00
4055,6007,CVE-2024-23820,openfga,openfga,908ac85c8b7769c8042cca31886df8db01976c39,5,-1,2024-01-22T22:23:54+00:00,2024-01-26T16:37:27+00:00
4056,6009,CVE-2024-23827,0xJacky,nginx-ui,8581bdd3c6f49ab345b773517ba9173fa7fc6199,3,-13,2024-01-22T22:23:54+00:00,2024-01-29T16:07:13+00:00
4057,6010,CVE-2024-23828,0xJacky,nginx-ui,d70e37c8575e25b3da7203ff06da5e16c77a42d1,1,-15,2024-01-22T22:23:54+00:00,2024-01-29T16:49:51+00:00
4058,6011,CVE-2024-23829,aio-libs,aiohttp,33ccdfb0a12690af5bb49bda2319ec0907fa7827,17,-27,2024-01-22T22:23:54+00:00,2024-01-29T22:41:35+00:00
4060,6013,CVE-2024-23840,goreleaser,goreleaser,d5b6a533ca1dc3366983d5d31ee2d2b6232b83c0,21,-2,2024-01-22T22:23:54+00:00,2024-01-30T16:39:09+00:00
4062,6015,CVE-2024-23897,jenkinsci,jenkins,554f03782057c499c49bbb06575f0d28b5200edb,-2,-3,2024-01-23T12:46:51+00:00,2024-01-24T17:52:22+00:00
4063,6016,CVE-2024-23898,jenkinsci,jenkins,de450967f38398169650b55c002f1229a3fcdb1b,-3,-4,2024-01-23T12:46:51+00:00,2024-01-24T17:52:23+00:00
4065,6018,CVE-2024-23900,jenkinsci,matrix-project-plugin,f7a5b24905f69896234da34250171c1be80cddb4,0,0,2024-01-23T12:46:51+00:00,2024-01-24T17:52:24+00:00
4091,6057,CVE-2024-25128,dpgaspar,Flask-AppBuilder,6336456d83f8f111c842b2b53d1e89627f2502c8,0,-22,2024-02-05T14:14:46+00:00,2024-02-28T15:30:27+00:00
4092,6058,CVE-2024-25142,apache,airflow,94eb647de692a4d9555b02dce85974da5d4c04e3,1402,-381,2024-02-06T09:11:20+00:00,2024-06-14T08:25:35+00:00
4103,6069,CVE-2024-26135,Ylianst,MeshCentral,f2e43cc6da9f5447dbff0948e6c6024c8a315af3,2,-14,2024-02-14T17:40:03+00:00,2024-02-20T19:50:30+00:00
