,owner,repo,mrr,recall100,recall500,recall1000,recall2000,recall5000,commit_count,cve_count
348,blakeblackshear,frigate,0.01111111111,1.0,1.0,1.0,1.0,1.0,3714,1
349,nolimits4web,Swiper,0.002136752137,0.0,0.5,1.0,1.0,1.0,3713,1
350,go-gitea,gitea,0.08493843439,0.5714285714,1.0,1.0,1.0,1.0,19064,7
351,privacyidea,privacyidea,0.004504504505,0.0,1.0,1.0,1.0,1.0,23204,1
352,grafana,grafana,0.1690260563,0.5454545455,0.6363636364,0.7272727273,0.8181818182,0.9090909091,56919,11
353,eXist-db,exist,0.00253164557,0.0,1.0,1.0,1.0,1.0,25019,1
354,jupyterhub,binderhub,0.1111111111,1.0,1.0,1.0,1.0,1.0,3699,1
355,jenkinsci,script-security-plugin,0.2846115828,1.0,1.0,1.0,1.0,1.0,1371,21
356,auth0,lock,0.1090277778,1.0,1.0,1.0,1.0,1.0,3693,4
357,openstack,barbican,0.1742424242,1.0,1.0,1.0,1.0,1.0,3690,2
358,jenkinsci,git-client-plugin,0.1843711844,1.0,1.0,1.0,1.0,1.0,3685,3
359,webtorrent,webtorrent,0.25,1.0,1.0,1.0,1.0,1.0,3682,1
360,excalidraw,excalidraw,0.01030927835,1.0,1.0,1.0,1.0,1.0,3666,1
361,codecentric,spring-boot-admin,1.0,1.0,1.0,1.0,1.0,1.0,3666,1
362,pomerium,pomerium,0.07313829787,1.0,1.0,1.0,1.0,1.0,3660,2
363,tensorflow,tensorflow,0.04692097586,0.1593137255,0.3288398693,0.4044117647,0.5437091503,0.9187091503,100000,408
364,element-hq,synapse,0.1215919068,0.525,0.825,0.925,0.95,0.95,23441,20
365,etcd-io,etcd,0.08461802049,0.5833333333,0.8333333333,0.8333333333,1.0,1.0,22530,6
366,senchalabs,connect,0.004156105526,0.0,0.3333333333,0.8333333333,1.0,1.0,3652,3
367,sony,nnabla,0.003717472119,0.0,1.0,1.0,1.0,1.0,3557,1
368,clojure,clojure,0.01098901099,1.0,1.0,1.0,1.0,1.0,3550,1
369,zitadel,zitadel,0.1442307692,1.0,1.0,1.0,1.0,1.0,3542,2
370,jashkenas,backbone,0.001953125,0.0,0.0,1.0,1.0,1.0,3540,1
371,eclipse-californium,californium,0.07745266781,1.0,1.0,1.0,1.0,1.0,3538,2
372,apache,shenyu,0.02987872908,0.6666666667,0.6666666667,1.0,1.0,1.0,3533,3
373,ethereum,go-ethereum,0.09364541304,0.375,0.75,1.0,1.0,1.0,15697,8
374,markedjs,marked,0.02778190278,1.0,1.0,1.0,1.0,1.0,3532,3
375,alerta,alerta,1.0,1.0,1.0,1.0,1.0,1.0,3532,1
376,strukturag,libheif,0.04545454545,1.0,1.0,1.0,1.0,1.0,3526,1
377,jcubic,jquery.terminal,0.125,1.0,1.0,1.0,1.0,1.0,3523,1
378,jenkinsci,job-dsl-plugin,0.04545454545,1.0,1.0,1.0,1.0,1.0,3514,1
379,moby,moby,0.2862054985,1.0,1.0,1.0,1.0,1.0,51442,7
380,Consensys,gnark,0.2345679012,1.0,1.0,1.0,1.0,1.0,3514,3
381,mudler,localai,0.3055555556,1.0,1.0,1.0,1.0,1.0,3509,2
382,9001,copyparty,0.1467391304,1.0,1.0,1.0,1.0,1.0,3490,2
383,twbs,bootstrap,1.0,1.0,1.0,1.0,1.0,1.0,22933,1
384,Backblaze,b2-sdk-python,0.06666666667,1.0,1.0,1.0,1.0,1.0,3478,1
385,mitmproxy,mitmproxy,0.08895131086,1.0,1.0,1.0,1.0,1.0,10865,2
386,pydantic,pydantic,0.5138888889,1.0,1.0,1.0,1.0,1.0,3478,2
387,bentoml,bentoml,0.003484320557,0.0,1.0,1.0,1.0,1.0,3455,1
388,apexcharts,apexcharts.js,0.1428571429,1.0,1.0,1.0,1.0,1.0,3452,1
389,lodash,lodash,0.525867137,1.0,1.0,1.0,1.0,1.0,7666,6
390,rejetto,hfs,0.1428571429,1.0,1.0,1.0,1.0,1.0,3440,1
391,ansible-collections,community.general,1.0,1.0,1.0,1.0,1.0,1.0,3432,1
392,terser,terser,0.1428571429,1.0,1.0,1.0,1.0,1.0,3426,1
393,1Panel-dev,1Panel,0.01295680216,0.6666666667,1.0,1.0,1.0,1.0,3424,3
394,pyeve,eve,0.008695652174,0.0,1.0,1.0,1.0,1.0,3403,1
395,parcel-bundler,parcel,0.02127659574,1.0,1.0,1.0,1.0,1.0,3403,1
396,gitblit,gitblit,0.1666666667,1.0,1.0,1.0,1.0,1.0,3375,1
397,python-rope,rope,0.01639344262,1.0,1.0,1.0,1.0,1.0,3372,1
398,neo4j,neo4j,0.009433962264,0.0,1.0,1.0,1.0,1.0,81412,1
399,flask-admin,flask-admin,0.3333333333,1.0,1.0,1.0,1.0,1.0,3367,1
400,spring-cloud,spring-cloud-netflix,0.02272727273,1.0,1.0,1.0,1.0,1.0,3361,1
401,jupyter,notebook,0.4364583333,1.0,1.0,1.0,1.0,1.0,13613,5
402,SonarSource,sonarqube,0.002653749945,0.0,0.5,0.5,1.0,1.0,96353,2
403,hashicorp,consul,0.303793238,0.6666666667,1.0,1.0,1.0,1.0,21517,12
404,OpenRefine,OpenRefine,0.2195615983,0.8,0.9,0.9,1.0,1.0,8595,10
405,strawberry-graphql,strawberry,1.0,1.0,1.0,1.0,1.0,1.0,3358,1
406,projen,projen,0.01724137931,1.0,1.0,1.0,1.0,1.0,3356,1
407,mathjax,MathJax,0.004405286344,0.0,1.0,1.0,1.0,1.0,3348,1
408,aquasecurity,trivy,0.025,1.0,1.0,1.0,1.0,1.0,3347,1
409,djblets,djblets,0.625,1.0,1.0,1.0,1.0,1.0,3342,2
410,github,hub,0.25,1.0,1.0,1.0,1.0,1.0,3337,1
411,jaegertracing,jaeger,0.006289308176,0.0,1.0,1.0,1.0,1.0,3327,1
412,eclipse,hawkbit,1.0,1.0,1.0,1.0,1.0,1.0,3325,1
413,external-secrets,external-secrets,0.02564102564,0.5,1.0,1.0,1.0,1.0,3309,1
414,AthenZ,athenz,1.0,1.0,1.0,1.0,1.0,1.0,3299,1
415,github,hubot-scripts,0.0006983240223,0.0,0.0,0.0,1.0,1.0,3293,1
416,electron-userland,electron-builder,0.05833333333,1.0,1.0,1.0,1.0,1.0,3287,2
417,auth0,nextjs-auth0,0.06349206349,1.0,1.0,1.0,1.0,1.0,3280,2
418,devtron-labs,devtron,0.006896551724,0.0,1.0,1.0,1.0,1.0,3245,1
419,eclipse-rdf4j,rdf4j,0.5,1.0,1.0,1.0,1.0,1.0,10746,1
420,kujirahand,nadesiko3,0.005208333333,0.0,1.0,1.0,1.0,1.0,3226,1
421,beancount,fava,0.2829059829,1.0,1.0,1.0,1.0,1.0,3219,3
422,highcharts,highcharts,0.003921568627,0.0,1.0,1.0,1.0,1.0,65765,1
423,isaacs,node-tar,0.4670833333,1.0,1.0,1.0,1.0,1.0,736,6
424,apache,qpid-proton-j,1.0,1.0,1.0,1.0,1.0,1.0,3219,1
425,Blosc,c-blosc2,0.25,1.0,1.0,1.0,1.0,1.0,3215,1
426,argoproj,argo-cd,0.06397706022,0.8846153846,1.0,1.0,1.0,1.0,7906,13
427,osrg,gobgp,0.04166666667,1.0,1.0,1.0,1.0,1.0,3213,1
428,mde,ejs,0.09124233428,0.5,1.0,1.0,1.0,1.0,3207,4
429,mbloch,mapshaper,0.003389830508,0.0,1.0,1.0,1.0,1.0,3201,1
430,apache,ws-wss4j,0.00495049505,0.0,1.0,1.0,1.0,1.0,3200,1
431,graphql,graphql-js,0.1428571429,1.0,1.0,1.0,1.0,1.0,3194,1
432,Netflix,genie,1.0,1.0,1.0,1.0,1.0,1.0,3191,1
433,buildkite,elastic-ci-stack-for-aws,0.02097902098,1.0,1.0,1.0,1.0,1.0,3182,2
434,benoitc,gunicorn,0.03448275862,1.0,1.0,1.0,1.0,1.0,3178,1
435,grafana,agent,0.1111111111,1.0,1.0,1.0,1.0,1.0,3178,1
436,spring-projects,spring-session,0.006802721088,0.0,1.0,1.0,1.0,1.0,3170,1
437,hakimel,reveal.js,0.3333333333,1.0,1.0,1.0,1.0,1.0,3169,1
438,dexidp,dex,0.07272777365,0.3333333333,1.0,1.0,1.0,1.0,3160,3
439,PowerJob,PowerJob,0.02857142857,1.0,1.0,1.0,1.0,1.0,3159,1
440,bonitasoft,bonita-engine,0.06510416667,0.5,1.0,1.0,1.0,1.0,3150,2
441,picketlink,picketlink,0.003521126761,0.0,1.0,1.0,1.0,1.0,3138,1
442,ansible-semaphore,semaphore,1.0,1.0,1.0,1.0,1.0,1.0,3100,1
443,cookiecutter,cookiecutter,0.03225806452,1.0,1.0,1.0,1.0,1.0,3084,1
444,knex,knex,0.3333333333,1.0,1.0,1.0,1.0,1.0,3081,1
445,apache,ant-ivy,1.0,1.0,1.0,1.0,1.0,1.0,3073,1
446,basecamp,trix,0.2794117647,1.0,1.0,1.0,1.0,1.0,3062,2
447,zalando,skipper,0.5833333333,1.0,1.0,1.0,1.0,1.0,3053,2
448,hs-web,hsweb-framework,0.1111111111,1.0,1.0,1.0,1.0,1.0,3040,2
449,litestar-org,litestar,0.2380952381,1.0,1.0,1.0,1.0,1.0,3027,2
450,pdm-project,pdm,0.05555555556,1.0,1.0,1.0,1.0,1.0,2999,1
451,bcgit,bc-csharp,0.1666666667,1.0,1.0,1.0,1.0,1.0,2999,1
452,apache,juddi,0.07692307692,1.0,1.0,1.0,1.0,1.0,2997,1
453,onnx,onnx,0.321875,1.0,1.0,1.0,1.0,1.0,2996,4
454,pywbem,pywbem,1.0,1.0,1.0,1.0,1.0,1.0,2989,2
455,pikepdf,pikepdf,0.3333333333,1.0,1.0,1.0,1.0,1.0,2985,1
456,Legrandin,pycryptodome,0.03571428571,1.0,1.0,1.0,1.0,1.0,2978,1
457,fluid-cloudnative,fluid,0.0825,1.0,1.0,1.0,1.0,1.0,2957,2
458,apache,mina-sshd,0.4589371981,0.5,0.7222222222,0.7222222222,1.0,1.0,2954,3
459,matrix-org,dendrite,0.03846153846,1.0,1.0,1.0,1.0,1.0,2948,1
460,jupyter-lsp,jupyterlab-lsp,0.125,1.0,1.0,1.0,1.0,1.0,2947,1
461,hybridgroup,gobot,0.02040816327,1.0,1.0,1.0,1.0,1.0,2944,1
462,django-wiki,django-wiki,0.1090909091,1.0,1.0,1.0,1.0,1.0,2934,2
463,apolloconfig,apollo,0.6923076923,1.0,1.0,1.0,1.0,1.0,2930,3
464,apache,santuario-java,0.001792114695,0.0,0.0,1.0,1.0,1.0,2922,1
465,pallets,jinja,0.1389443889,0.75,1.0,1.0,1.0,1.0,2919,4
466,mozilla,pdf.js,0.005564251484,0.0,0.6666666667,1.0,1.0,1.0,20289,3
467,mitsuhiko,jinja2,0.1428571429,1.0,1.0,1.0,1.0,1.0,2919,1
468,facebook,nuclide,0.01449275362,1.0,1.0,1.0,1.0,1.0,15238,1
469,Cog-Creators,Red-DiscordBot,0.1916666667,1.0,1.0,1.0,1.0,1.0,2916,2
470,poezio,slixmpp,0.5,1.0,1.0,1.0,1.0,1.0,2914,1
471,jupyterhub,oauthenticator,0.1072407407,1.0,1.0,1.0,1.0,1.0,1785,5
472,x-stream,xstream,0.2,1.0,1.0,1.0,1.0,1.0,2909,1
473,Backblaze,B2_Command_Line_Tool,0.25,1.0,1.0,1.0,1.0,1.0,2870,1
474,jashkenas,underscore,0.01369863014,1.0,1.0,1.0,1.0,1.0,2853,1
475,samtools,htsjdk,1.0,1.0,1.0,1.0,1.0,1.0,2853,1
476,apache,cassandra,0.125,1.0,1.0,1.0,1.0,1.0,25988,2
477,apache,superset,0.04029304029,0.6666666667,1.0,1.0,1.0,1.0,16554,3
478,karma-runner,karma,0.1833333333,1.0,1.0,1.0,1.0,1.0,2850,2
479,apache,tomee,0.001572327044,0.0,0.0,1.0,1.0,1.0,27432,1
480,Kozea,Radicale,0.8333333333,1.0,1.0,1.0,1.0,1.0,2844,4
481,getsentry,sentry-python,1.0,1.0,1.0,1.0,1.0,1.0,2843,1
482,apache,calcite-avatica,1.0,1.0,1.0,1.0,1.0,1.0,2842,1
483,hashicorp,terraform-provider-aws,0.003412969283,0.0,1.0,1.0,1.0,1.0,100000,1
484,apache,spark,0.625,1.0,1.0,1.0,1.0,1.0,100000,2
485,kataras,iris,0.25,1.0,1.0,1.0,1.0,1.0,2835,1
486,FlowiseAI,Flowise,0.1015384615,0.5,1.0,1.0,1.0,1.0,2831,2
487,guardrails-ai,guardrails,0.1068493151,1.0,1.0,1.0,1.0,1.0,2819,2
488,facebook,create-react-app,0.125,1.0,1.0,1.0,1.0,1.0,2816,1
489,jenkinsci,active-directory-plugin,0.0429040404,1.0,1.0,1.0,1.0,1.0,883,6
490,GeoWebCache,geowebcache,0.5,1.0,1.0,1.0,1.0,1.0,2807,1
491,jenkinsci,blueocean-plugin,0.09323520421,1.0,1.0,1.0,1.0,1.0,4528,5
492,blevesearch,bleve,0.5,1.0,1.0,1.0,1.0,1.0,2804,1
493,jline,jline3,1.0,1.0,1.0,1.0,1.0,1.0,2800,1
494,bower,bower,0.05263157895,1.0,1.0,1.0,1.0,1.0,2793,1
495,jenkinsci,matrix-project-plugin,0.2473400673,1.0,1.0,1.0,1.0,1.0,845,5
496,cilium,cilium-cli,0.09090909091,1.0,1.0,1.0,1.0,1.0,2789,1
497,SAP,cloud-security-services-integration-library,0.007518796992,0.0,1.0,1.0,1.0,1.0,2762,1
498,urql-graphql,urql,0.1111111111,1.0,1.0,1.0,1.0,1.0,2758,1
499,kroxylicious,kroxylicious,0.007352941176,0.0,1.0,1.0,1.0,1.0,2757,1
500,OpenIDC,pyoidc,0.25,1.0,1.0,1.0,1.0,1.0,2751,1
501,rhuss,jolokia,0.04496767478,0.6666666667,1.0,1.0,1.0,1.0,2735,3
502,mitreid-connect,OpenID-Connect-Java-Spring-Server,1.0,1.0,1.0,1.0,1.0,1.0,2714,1
503,ajv-validator,ajv,0.02941176471,1.0,1.0,1.0,1.0,1.0,2713,1
504,hashicorp,consul-template,0.2,1.0,1.0,1.0,1.0,1.0,2690,1
505,casdoor,casdoor,0.5147058824,1.0,1.0,1.0,1.0,1.0,2676,2
506,apache,deltaspike,0.3333333333,1.0,1.0,1.0,1.0,1.0,2673,1
507,zeromicro,go-zero,1.0,1.0,1.0,1.0,1.0,1.0,2672,1
508,DIPlib,diplib,0.01754385965,1.0,1.0,1.0,1.0,1.0,2668,1
509,locutusjs,locutus,0.2916666667,1.0,1.0,1.0,1.0,1.0,2658,2
510,stashapp,stash,0.005988023952,0.0,1.0,1.0,1.0,1.0,2648,1
511,robo-code,robocode,1.0,1.0,1.0,1.0,1.0,1.0,2639,2
512,parse-community,parse-server,0.3720040928,0.9565217391,1.0,1.0,1.0,1.0,4755,23
513,django-helpdesk,django-helpdesk,0.2388888889,1.0,1.0,1.0,1.0,1.0,2626,3
514,hiyouga,LLaMA-Factory,0.5,1.0,1.0,1.0,1.0,1.0,2623,1
515,spring-projects,spring-kafka,0.02127659574,1.0,1.0,1.0,1.0,1.0,2616,1
516,xwiki,xwiki-rendering,0.2611111111,1.0,1.0,1.0,1.0,1.0,2607,3
517,anchore,syft,0.125,1.0,1.0,1.0,1.0,1.0,2602,1
518,jenkinsci,gitlab-plugin,0.1609839077,1.0,1.0,1.0,1.0,1.0,1933,5
519,neo4j,apoc,1.0,1.0,1.0,1.0,1.0,1.0,2589,1
520,django-cms,django-filer,1.0,1.0,1.0,1.0,1.0,1.0,2580,1
521,pugjs,pug,0.5,1.0,1.0,1.0,1.0,1.0,2573,1
522,wolfi-dev,wolfictl,1.0,0.5,0.5,1.0,1.0,1.0,2566,1
523,openpgpjs,openpgpjs,0.08522727273,1.0,1.0,1.0,1.0,1.0,2554,2
524,sass,node-sass,0.01041666667,1.0,1.0,1.0,1.0,1.0,2548,1
525,scalyr,scalyr-agent-2,0.01204819277,1.0,1.0,1.0,1.0,1.0,2548,1
526,eclipse-edc,Connector,0.5217391304,1.0,1.0,1.0,1.0,1.0,2545,2
527,filebrowser,filebrowser,0.008547008547,0.0,1.0,1.0,1.0,1.0,2542,1
528,dragonflyoss,Dragonfly2,0.01,1.0,1.0,1.0,1.0,1.0,2540,1
529,jenkinsci,electricflow-plugin,0.1580687831,1.0,1.0,1.0,1.0,1.0,899,6
530,novnc,noVNC,1.0,1.0,1.0,1.0,1.0,1.0,2536,1
531,Eugeny,ajenti,0.01647014786,0.5,1.0,1.0,1.0,1.0,2532,2
532,jenkinsci,configuration-as-code-plugin,0.04099086463,0.8571428571,1.0,1.0,1.0,1.0,1935,7
533,dzikoysk,reposilite,0.02406389906,1.0,1.0,1.0,1.0,1.0,2527,3
534,openstack,python-keystoneclient,0.7142857143,1.0,1.0,1.0,1.0,1.0,2520,3
535,junit-team,junit4,0.03571428571,1.0,1.0,1.0,1.0,1.0,2513,1
536,jenkinsci,workflow-cps-global-lib-plugin,0.1487179487,1.0,1.0,1.0,1.0,1.0,613,5
537,reg-viz,reg-suit,0.07142857143,1.0,1.0,1.0,1.0,1.0,2511,1
538,jenkinsci,m2release-plugin,0.1673202614,1.0,1.0,1.0,1.0,1.0,433,5
539,jenkinsci,ec2-plugin,0.04673790859,0.8333333333,1.0,1.0,1.0,1.0,1859,6
540,anthraxx,diffoscope,0.1666666667,1.0,1.0,1.0,1.0,1.0,2500,1
541,Guake,guake,1.0,1.0,1.0,1.0,1.0,1.0,2496,1
542,jenkinsci,maven-plugin,0.06666666667,1.0,1.0,1.0,1.0,1.0,2478,1
543,totaljs,framework4,0.01384641522,0.5,1.0,1.0,1.0,1.0,2459,2
544,ng-packagr,ng-packagr,0.125,1.0,1.0,1.0,1.0,1.0,2454,1
545,square,retrofit,0.1111111111,1.0,1.0,1.0,1.0,1.0,2453,1
546,neo4j-contrib,neo4j-apoc-procedures,0.06867283951,1.0,1.0,1.0,1.0,1.0,2452,2
547,python-social-auth,social-app-django,0.5,1.0,1.0,1.0,1.0,1.0,2438,1
548,redis,redis-py,0.1683060109,0.5,1.0,1.0,1.0,1.0,2423,2
549,node-red,node-red-dashboard,0.03736413043,1.0,1.0,1.0,1.0,1.0,2396,2
550,skylot,jadx,0.125,1.0,1.0,1.0,1.0,1.0,2386,1
551,chainguard-dev,apko,0.01219512195,1.0,1.0,1.0,1.0,1.0,2385,1
552,joniles,mpxj,0.01515151515,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333,2383,3
553,mongodb,mongo-tools,0.003731343284,0.0,1.0,1.0,1.0,1.0,2374,1
554,open-telemetry,opentelemetry-go-contrib,0.02941176471,1.0,1.0,1.0,1.0,1.0,2370,1
555,open-telemetry,opentelemetry-python-contrib,0.03703703704,1.0,1.0,1.0,1.0,1.0,2366,1
556,GoogleContainerTools,jib,0.02173913043,1.0,1.0,1.0,1.0,1.0,2361,1
557,layui,layui,0.2,1.0,1.0,1.0,1.0,1.0,2357,1
558,yarnpkg,yarn,0.25,1.0,1.0,1.0,1.0,1.0,2357,1
559,cypress-io,request,0.01197766224,0.5,0.5,1.0,1.0,1.0,2351,2
560,FreeOpcUa,opcua-asyncio,0.01658249158,0.5,0.8333333333,1.0,1.0,1.0,2335,3
561,jenkinsci,artifactory-plugin,0.03333333333,1.0,1.0,1.0,1.0,1.0,2330,1
562,pyca,pyopenssl,0.3406212664,1.0,1.0,1.0,1.0,1.0,2330,3
563,belangeo,pyo,0.02173913043,1.0,1.0,1.0,1.0,1.0,2323,1
564,webrecorder,pywb,0.5,1.0,1.0,1.0,1.0,1.0,2315,1
565,hwameistor,hwameistor,0.02222222222,1.0,1.0,1.0,1.0,1.0,2313,1
566,apache,seatunnel-web,0.05882352941,1.0,1.0,1.0,1.0,1.0,2313,1
567,TogaTech,tEnvoy,0.02941176471,1.0,1.0,1.0,1.0,1.0,2311,1
568,patriksimek,vm2,0.1155208989,1.0,1.0,1.0,1.0,1.0,467,9
569,ioBroker,ioBroker.admin,0.005747126437,0.0,1.0,1.0,1.0,1.0,10788,1
570,jenkinsci,github-branch-source-plugin,0.0625,1.0,1.0,1.0,1.0,1.0,2310,1
571,documize,community,0.2,1.0,1.0,1.0,1.0,1.0,2302,1
572,validatorjs,validator.js,0.125,1.0,1.0,1.0,1.0,1.0,2287,1
573,Bytom,bytom,0.3333333333,1.0,1.0,1.0,1.0,1.0,2278,1
574,MrRio,jsPDF,0.5009708738,0.5,0.5,1.0,1.0,1.0,2276,2
575,alvarotrigo,fullpage.js,0.1964285714,1.0,1.0,1.0,1.0,1.0,2275,2
576,vcs-python,vcspull,0.02272727273,1.0,1.0,1.0,1.0,1.0,2269,1
577,checkstyle,checkstyle,0.005235602094,0.0,1.0,1.0,1.0,1.0,14528,1
578,in-toto,in-toto,0.05,1.0,1.0,1.0,1.0,1.0,2265,1
579,planetlabs,planet-client-python,1.0,1.0,1.0,1.0,1.0,1.0,2256,1
580,apache,cxf-fediz,0.2182539683,1.0,1.0,1.0,1.0,1.0,2255,3
581,jaraco,keyring,1.0,0.8,1.0,1.0,1.0,1.0,2255,1
582,apache,activemq-apollo,0.1666666667,1.0,1.0,1.0,1.0,1.0,2244,1
583,eclipse-leshan,leshan,0.25,1.0,1.0,1.0,1.0,1.0,2242,1
584,mongodb,mongo-go-driver,0.004048582996,0.0,1.0,1.0,1.0,1.0,2240,1
585,aimhubio,aim,0.5,1.0,1.0,1.0,1.0,1.0,2238,1
586,jsreport,jsreport,0.3333333333,1.0,1.0,1.0,1.0,1.0,2228,1
587,honojs,hono,0.1005844156,1.0,1.0,1.0,1.0,1.0,2226,4
588,jenkinsci,pipeline-model-definition-plugin,0.09090909091,1.0,1.0,1.0,1.0,1.0,2222,1
589,cmusatyalab,opendiamond,0.1666666667,1.0,1.0,1.0,1.0,1.0,2219,1
590,spring-cloud,spring-cloud-function,0.008130081301,0.0,1.0,1.0,1.0,1.0,2210,1
591,eclipse-ee4j,mojarra,0.01124284854,0.6666666667,1.0,1.0,1.0,1.0,2208,3
592,Vincit,objection.js,1.0,1.0,1.0,1.0,1.0,1.0,2204,1
593,hpcng,singularity,0.06254193693,0.6666666667,1.0,1.0,1.0,1.0,13798,3
594,matrix-org,sydent,0.1670342605,1.0,1.0,1.0,1.0,1.0,891,6
595,ESAPI,esapi-java-legacy,0.01325854363,0.3333333333,0.6666666667,1.0,1.0,1.0,2203,3
596,caddyserver,caddy,0.005734214391,0.5,0.5,1.0,1.0,1.0,2199,2
597,dnsjava,dnsjava,0.01754385965,1.0,1.0,1.0,1.0,1.0,2198,1
598,facebook,fbthrift,0.6666666667,1.0,1.0,1.0,1.0,1.0,27564,2
599,KaTeX,KaTeX,0.1666666667,1.0,1.0,1.0,1.0,1.0,2186,4
600,ubuntu,authd,0.03571428571,1.0,1.0,1.0,1.0,1.0,2167,1
601,jamesagnew,hapi-fhir,0.03703703704,1.0,1.0,1.0,1.0,1.0,18142,1
602,microsoft,onefuzz,0.125,1.0,1.0,1.0,1.0,1.0,2167,1
603,nats-io,nats-server,0.01039226379,0.5,0.5,0.5,0.5,1.0,10318,2
604,alist-org,alist,0.5175757576,1.0,1.0,1.0,1.0,1.0,2163,4
605,saleor,saleor,0.1649160536,0.6,0.8,1.0,1.0,1.0,21743,5
606,WordOps,WordOps,0.3333333333,1.0,1.0,1.0,1.0,1.0,2160,1
607,golang,net,0.1145833333,1.0,1.0,1.0,1.0,1.0,2157,2
608,lovell,sharp,0.03846153846,1.0,1.0,1.0,1.0,1.0,2156,1
609,hibernate,hibernate-orm,0.005247287319,0.0,1.0,1.0,1.0,1.0,20528,2
610,PostHog,posthog-js,0.0625,1.0,1.0,1.0,1.0,1.0,2151,1
611,capricorn86,happy-dom,0.5,1.0,1.0,1.0,1.0,1.0,2145,1
612,jupyter,nbdime,0.04,1.0,1.0,1.0,1.0,1.0,2142,1
613,heroiclabs,nakama,0.2291666667,1.0,1.0,1.0,1.0,1.0,2132,2
614,ceph,ceph-deploy,0.07949308756,1.0,1.0,1.0,1.0,1.0,2129,2
615,qos-ch,slf4j,0.2,1.0,1.0,1.0,1.0,1.0,2129,1
616,pion,webrtc,1.0,1.0,1.0,1.0,1.0,1.0,2122,1
617,oauth2-proxy,oauth2-proxy,0.04460938671,1.0,1.0,1.0,1.0,1.0,2118,3
618,mkdocs,mkdocs,0.06666666667,1.0,1.0,1.0,1.0,1.0,2114,1
619,drakkan,sftpgo,0.08333333333,1.0,1.0,1.0,1.0,1.0,2114,1
620,plone,Products.ATContentTypes,1.0,1.0,1.0,1.0,1.0,1.0,2104,1
621,goharbor,harbor,1.0,1.0,1.0,1.0,1.0,1.0,12803,1
622,colinhacks,zod,0.07692307692,1.0,1.0,1.0,1.0,1.0,2103,1
623,beego,beego,0.03325271891,0.5,1.0,1.0,1.0,1.0,4819,6
624,gradle,gradle,0.25,1.0,1.0,1.0,1.0,1.0,100000,1
625,dromara,Sa-Token,0.08333333333,1.0,1.0,1.0,1.0,1.0,2097,1
626,cure53,DOMPurify,0.01526710057,0.75,1.0,1.0,1.0,1.0,2088,4
627,lestrrat-go,jwx,0.1611111111,1.0,1.0,1.0,1.0,1.0,2040,3
628,jenkinsci,build-failure-analyzer-plugin,0.103042328,1.0,1.0,1.0,1.0,1.0,860,6
629,motioneye-project,motioneye,0.01041666667,1.0,1.0,1.0,1.0,1.0,2037,1
630,plantuml,plantuml,0.02219512195,1.0,1.0,1.0,1.0,1.0,2030,2
631,NVIDIA,NVFlare,0.01132741348,0.5,0.5,1.0,1.0,1.0,2026,2
632,fredrik-johansson,mpmath,1.0,1.0,1.0,1.0,1.0,1.0,2026,1
633,NodeRedis,node-redis,0.07692307692,1.0,1.0,1.0,1.0,1.0,2019,1
634,tqdm,tqdm,0.2,1.0,1.0,1.0,1.0,1.0,2019,1
635,apache,flume,0.04095117845,1.0,1.0,1.0,1.0,1.0,2014,3
636,horazont,aioxmpp,0.5,1.0,1.0,1.0,1.0,1.0,2006,1
637,Pylons,waitress,0.244559288,1.0,1.0,1.0,1.0,1.0,1055,9
638,cloudfoundry,gorouter,0.03125,1.0,1.0,1.0,1.0,1.0,1995,1
639,jenkinsci,code-coverage-api-plugin,0.156920078,1.0,1.0,1.0,1.0,1.0,1995,3
640,Automattic,mongoose,0.09627164062,0.625,0.75,0.75,0.75,1.0,22204,4
641,sigstore,rekor,0.078125,1.0,1.0,1.0,1.0,1.0,1987,2
642,stevespringett,Alpine,0.025,1.0,1.0,1.0,1.0,1.0,1981,1
643,apache,xmlgraphics-batik,0.3454385965,1.0,1.0,1.0,1.0,1.0,3588,6
644,microcks,microcks,0.01428571429,1.0,1.0,1.0,1.0,1.0,1978,1
645,abetlen,llama-cpp-python,0.02,1.0,1.0,1.0,1.0,1.0,1978,1
646,apache,incubator-streampark,0.2708333333,1.0,1.0,1.0,1.0,1.0,1975,2
647,caolan,async,0.3333333333,1.0,1.0,1.0,1.0,1.0,1975,1
648,peterbraden,node-opencv,0.0625,1.0,1.0,1.0,1.0,1.0,1974,1
649,ProgVal,Limnoria,0.05882352941,1.0,1.0,1.0,1.0,1.0,11985,1
650,ApollosProject,apollos-apps,0.02325581395,1.0,1.0,1.0,1.0,1.0,1971,1
651,python,cpython,0.0003043905805,0.0,0.0,0.0,0.0,0.5,100000,2
652,haraldk,TwelveMonkeys,0.125,1.0,1.0,1.0,1.0,1.0,1968,1
653,opencv,opencv,1.0,1.0,1.0,1.0,1.0,1.0,24004,1
654,apache,incubator-hugegraph,0.01657681941,1.0,1.0,1.0,1.0,1.0,1963,2
655,bottlepy,bottle,0.1666666667,1.0,1.0,1.0,1.0,1.0,1963,1
656,handlebars-lang,handlebars.js,0.2306216078,0.6,1.0,1.0,1.0,1.0,2046,5
657,psf,black,1.0,1.0,1.0,1.0,1.0,1.0,1961,1
658,jenkinsci,plugin-installation-manager-tool,0.025,1.0,1.0,1.0,1.0,1.0,1954,1
